GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0042000406,7,101108,Chris Paul,1610612756,Phoenix Suns,1,11,40,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,49,189,1,0,20210720,MIL,PHX
Shot Chart Detail,0042000406,10,201950,Jrue Holiday,1610612749,Milwaukee Bucks,1,11,21,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,19,-189,44,1,0,20210720,MIL,PHX
Shot Chart Detail,0042000406,12,1628969,Mikal Bridges,1610612756,Phoenix Suns,1,11,14,Missed Shot,Running Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,0,41,1,0,20210720,MIL,PHX
Shot Chart Detail,0042000406,15,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,11,6,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,27,24,1,1,20210720,MIL,PHX
Shot Chart Detail,0042000406,17,1626164,Devin Booker,1610612756,Phoenix Suns,1,10,48,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,84,121,1,1,20210720,MIL,PHX
Shot Chart Detail,0042000406,18,203114,Khris Middleton,1610612749,Milwaukee Bucks,1,10,24,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-137,18,1,0,20210720,MIL,PHX
Shot Chart Detail,0042000406,21,1626164,Devin Booker,1610612756,Phoenix Suns,1,10,13,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,117,239,1,0,20210720,MIL,PHX
Shot Chart Detail,0042000406,23,203109,Jae Crowder,1610612756,Phoenix Suns,1,10,3,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-113,236,1,0,20210720,MIL,PHX
Shot Chart Detail,0042000406,27,101108,Chris Paul,1610612756,Phoenix Suns,1,9,43,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,14,8,144,1,0,20210720,MIL,PHX
Shot Chart Detail,0042000406,33,201950,Jrue Holiday,1610612749,Milwaukee Bucks,1,9,20,Missed Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-82,260,1,0,20210720,MIL,PHX
Shot Chart Detail,0042000406,38,201950,Jrue Holiday,1610612749,Milwaukee Bucks,1,8,52,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,14,-49,141,1,0,20210720,MIL,PHX
Shot Chart Detail,0042000406,41,201572,Brook Lopez,1610612749,Milwaukee Bucks,1,8,43,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,18,12,1,1,20210720,MIL,PHX
Shot Chart Detail,0042000406,50,1626164,Devin Booker,1610612756,Phoenix Suns,1,8,1,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12,-123,17,1,0,20210720,MIL,PHX
Shot Chart Detail,0042000406,52,203114,Khris Middleton,1610612749,Milwaukee Bucks,1,7,52,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-138,239,1,0,20210720,MIL,PHX
Shot Chart Detail,0042000406,54,1629028,Deandre Ayton,1610612756,Phoenix Suns,1,7,28,Missed Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,21,-102,186,1,0,20210720,MIL,PHX
Shot Chart Detail,0042000406,58,101108,Chris Paul,1610612756,Phoenix Suns,1,6,51,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-140,231,1,1,20210720,MIL,PHX
Shot Chart Detail,0042000406,60,201950,Jrue Holiday,1610612749,Milwaukee Bucks,1,6,33,Made Shot,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,24,61,1,1,20210720,MIL,PHX
Shot Chart Detail,0042000406,64,203114,Khris Middleton,1610612749,Milwaukee Bucks,1,6,15,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,3,13,1,1,20210720,MIL,PHX
Shot Chart Detail,0042000406,65,203109,Jae Crowder,1610612756,Phoenix Suns,1,6,6,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-78,250,1,0,20210720,MIL,PHX
Shot Chart Detail,0042000406,67,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,5,57,Missed Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-181,211,1,0,20210720,MIL,PHX
Shot Chart Detail,0042000406,69,1628969,Mikal Bridges,1610612756,Phoenix Suns,1,5,48,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,16,155,45,1,1,20210720,MIL,PHX
Shot Chart Detail,0042000406,71,203114,Khris Middleton,1610612749,Milwaukee Bucks,1,5,30,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-120,143,1,1,20210720,MIL,PHX
Shot Chart Detail,0042000406,72,1629028,Deandre Ayton,1610612756,Phoenix Suns,1,5,24,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,15,85,1,0,20210720,MIL,PHX
Shot Chart Detail,0042000406,74,203114,Khris Middleton,1610612749,Milwaukee Bucks,1,5,14,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-180,212,1,1,20210720,MIL,PHX
Shot Chart Detail,0042000406,75,1629028,Deandre Ayton,1610612756,Phoenix Suns,1,4,57,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,11,-64,93,1,0,20210720,MIL,PHX
Shot Chart Detail,0042000406,84,1629028,Deandre Ayton,1610612756,Phoenix Suns,1,4,40,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,2,31,1,1,20210720,MIL,PHX
Shot Chart Detail,0042000406,91,203109,Jae Crowder,1610612756,Phoenix Suns,1,4,19,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,36,125,1,1,20210720,MIL,PHX
Shot Chart Detail,0042000406,93,1626171,Bobby Portis,1610612749,Milwaukee Bucks,1,4,5,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,85,247,1,0,20210720,MIL,PHX
Shot Chart Detail,0042000406,102,1626192,Pat Connaughton,1610612749,Milwaukee Bucks,1,3,58,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,141,225,1,0,20210720,MIL,PHX
Shot Chart Detail,0042000406,108,1626164,Devin Booker,1610612756,Phoenix Suns,1,3,22,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,22,29,1,0,20210720,MIL,PHX
Shot Chart Detail,0042000406,110,1626171,Bobby Portis,1610612749,Milwaukee Bucks,1,3,10,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-105,260,1,1,20210720,MIL,PHX
Shot Chart Detail,0042000406,121,1629028,Deandre Ayton,1610612756,Phoenix Suns,1,2,56,Missed Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,5,26,1,0,20210720,MIL,PHX
Shot Chart Detail,0042000406,123,1626164,Devin Booker,1610612756,Phoenix Suns,1,2,50,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,57,260,1,0,20210720,MIL,PHX
Shot Chart Detail,0042000406,125,201950,Jrue Holiday,1610612749,Milwaukee Bucks,1,2,45,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,13,27,1,0,20210720,MIL,PHX
Shot Chart Detail,0042000406,127,201950,Jrue Holiday,1610612749,Milwaukee Bucks,1,2,44,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20210720,MIL,PHX
Shot Chart Detail,0042000406,129,201572,Brook Lopez,1610612749,Milwaukee Bucks,1,2,38,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,109,247,1,0,20210720,MIL,PHX
Shot Chart Detail,0042000406,131,1626166,Cameron Payne,1610612756,Phoenix Suns,1,2,26,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,116,231,1,1,20210720,MIL,PHX
Shot Chart Detail,0042000406,133,1626171,Bobby Portis,1610612749,Milwaukee Bucks,1,2,7,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,230,20,1,1,20210720,MIL,PHX
Shot Chart Detail,0042000406,135,1628969,Mikal Bridges,1610612756,Phoenix Suns,1,1,56,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,181,214,1,0,20210720,MIL,PHX
Shot Chart Detail,0042000406,137,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,1,42,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-14,17,1,1,20210720,MIL,PHX
Shot Chart Detail,0042000406,138,1629661,Cameron Johnson,1610612756,Phoenix Suns,1,1,26,Missed Shot,Pullup Jump shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-233,47,1,0,20210720,MIL,PHX
Shot Chart Detail,0042000406,140,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,1,13,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,6,12,1,1,20210720,MIL,PHX
Shot Chart Detail,0042000406,142,1626166,Cameron Payne,1610612756,Phoenix Suns,1,1,1,Made Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,15,-79,131,1,1,20210720,MIL,PHX
Shot Chart Detail,0042000406,147,1629028,Deandre Ayton,1610612756,Phoenix Suns,1,0,31,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-2,72,1,0,20210720,MIL,PHX
Shot Chart Detail,0042000406,149,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,0,13,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-29,14,1,0,20210720,MIL,PHX
Shot Chart Detail,0042000406,151,201572,Brook Lopez,1610612749,Milwaukee Bucks,1,0,12,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20210720,MIL,PHX
Shot Chart Detail,0042000406,152,1629661,Cameron Johnson,1610612756,Phoenix Suns,1,0,2,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-230,21,1,0,20210720,MIL,PHX
Shot Chart Detail,0042000406,162,1626192,Pat Connaughton,1610612749,Milwaukee Bucks,2,11,43,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,236,49,1,0,20210720,MIL,PHX
Shot Chart Detail,0042000406,164,1626166,Cameron Payne,1610612756,Phoenix Suns,2,11,28,Missed Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,8,51,62,1,0,20210720,MIL,PHX
Shot Chart Detail,0042000406,166,203114,Khris Middleton,1610612749,Milwaukee Bucks,2,11,11,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,11,-113,13,1,0,20210720,MIL,PHX
Shot Chart Detail,0042000406,168,1626166,Cameron Payne,1610612756,Phoenix Suns,2,10,54,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,13,10,1,1,20210720,MIL,PHX
Shot Chart Detail,0042000406,169,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,10,40,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-94,138,1,0,20210720,MIL,PHX
Shot Chart Detail,0042000406,175,1626166,Cameron Payne,1610612756,Phoenix Suns,2,10,25,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,156,215,1,1,20210720,MIL,PHX
Shot Chart Detail,0042000406,181,201950,Jrue Holiday,1610612749,Milwaukee Bucks,2,9,51,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,135,230,1,0,20210720,MIL,PHX
Shot Chart Detail,0042000406,183,1629028,Deandre Ayton,1610612756,Phoenix Suns,2,9,37,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,6,65,1,0,20210720,MIL,PHX
Shot Chart Detail,0042000406,186,1626192,Pat Connaughton,1610612749,Milwaukee Bucks,2,9,23,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,30,107,284,1,0,20210720,MIL,PHX
Shot Chart Detail,0042000406,188,1629661,Cameron Johnson,1610612756,Phoenix Suns,2,9,12,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,168,234,1,1,20210720,MIL,PHX
Shot Chart Detail,0042000406,190,201950,Jrue Holiday,1610612749,Milwaukee Bucks,2,8,55,Missed Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,21,31,1,0,20210720,MIL,PHX
Shot Chart Detail,0042000406,204,1626171,Bobby Portis,1610612749,Milwaukee Bucks,2,8,25,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-134,68,1,1,20210720,MIL,PHX
Shot Chart Detail,0042000406,206,1629028,Deandre Ayton,1610612756,Phoenix Suns,2,8,1,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,8,0,80,1,0,20210720,MIL,PHX
Shot Chart Detail,0042000406,208,1626171,Bobby Portis,1610612749,Milwaukee Bucks,2,7,49,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,122,231,1,0,20210720,MIL,PHX
Shot Chart Detail,0042000406,210,101108,Chris Paul,1610612756,Phoenix Suns,2,7,38,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-63,148,1,0,20210720,MIL,PHX
Shot Chart Detail,0042000406,220,1626164,Devin Booker,1610612756,Phoenix Suns,2,7,19,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,49,26,1,1,20210720,MIL,PHX
Shot Chart Detail,0042000406,221,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,7,10,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,-20,194,1,0,20210720,MIL,PHX
Shot Chart Detail,0042000406,223,1628969,Mikal Bridges,1610612756,Phoenix Suns,2,6,43,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,18,56,1,1,20210720,MIL,PHX
Shot Chart Detail,0042000406,235,201950,Jrue Holiday,1610612749,Milwaukee Bucks,2,5,57,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,146,-11,1,0,20210720,MIL,PHX
Shot Chart Detail,0042000406,238,101108,Chris Paul,1610612756,Phoenix Suns,2,5,34,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-4,22,1,1,20210720,MIL,PHX
Shot Chart Detail,0042000406,240,200782,P.J. Tucker,1610612749,Milwaukee Bucks,2,5,12,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-231,1,1,0,20210720,MIL,PHX
Shot Chart Detail,0042000406,254,201950,Jrue Holiday,1610612749,Milwaukee Bucks,2,4,37,Missed Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,17,146,102,1,0,20210720,MIL,PHX
Shot Chart Detail,0042000406,256,1626164,Devin Booker,1610612756,Phoenix Suns,2,4,30,Missed Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,171,231,1,0,20210720,MIL,PHX
Shot Chart Detail,0042000406,258,203114,Khris Middleton,1610612749,Milwaukee Bucks,2,4,19,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-155,206,1,0,20210720,MIL,PHX
Shot Chart Detail,0042000406,267,101108,Chris Paul,1610612756,Phoenix Suns,2,4,4,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,93,90,1,1,20210720,MIL,PHX
Shot Chart Detail,0042000406,268,201572,Brook Lopez,1610612749,Milwaukee Bucks,2,3,56,Missed Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,6,26,1,0,20210720,MIL,PHX
Shot Chart Detail,0042000406,274,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,3,40,Made Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-32,57,1,1,20210720,MIL,PHX
Shot Chart Detail,0042000406,275,101108,Chris Paul,1610612756,Phoenix Suns,2,3,24,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,-37,120,1,0,20210720,MIL,PHX
Shot Chart Detail,0042000406,277,201572,Brook Lopez,1610612749,Milwaukee Bucks,2,3,17,Missed Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,199,162,1,0,20210720,MIL,PHX
Shot Chart Detail,0042000406,285,201950,Jrue Holiday,1610612749,Milwaukee Bucks,2,2,57,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,-55,142,1,0,20210720,MIL,PHX
Shot Chart Detail,0042000406,288,101108,Chris Paul,1610612756,Phoenix Suns,2,2,42,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,-71,141,1,1,20210720,MIL,PHX
Shot Chart Detail,0042000406,290,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,2,20,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,6,6,1,1,20210720,MIL,PHX
Shot Chart Detail,0042000406,292,101108,Chris Paul,1610612756,Phoenix Suns,2,2,6,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,13,-70,117,1,1,20210720,MIL,PHX
Shot Chart Detail,0042000406,293,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,1,46,Made Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,14,53,131,1,1,20210720,MIL,PHX
Shot Chart Detail,0042000406,294,1629028,Deandre Ayton,1610612756,Phoenix Suns,2,1,23,Made Shot,Alley Oop Layup shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-5,26,1,1,20210720,MIL,PHX
Shot Chart Detail,0042000406,304,1626164,Devin Booker,1610612756,Phoenix Suns,2,0,46,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,142,121,1,0,20210720,MIL,PHX
